url,url_kind,host,path,legis,tipo_ex,num_ex,tipo_fich,failures,source_files,source_files_joined
https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=622&id2=000026,detalleiniciativa,www.senado.es,/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html,14,622,000026,,3,3,docs/etl/sprints/AI-OPS-339/evidence/senado_retry_status404_recent-window_packet20_20260301T020240Z.json|docs/etl/sprints/AI-OPS-340/evidence/senado_retry_status404_recent-window_packet6_20260301T021418Z.json|docs/etl/sprints/AI-OPS-340/evidence/senado_retry_status404_recent-window_packet6_20260301T022459Z.json
https://www.senado.es/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html?legis=14&id1=622&id2=000039,detalleiniciativa,www.senado.es,/web/actividadparlamentaria/iniciativas/detalleiniciativa/index.html,14,622,000039,,3,3,docs/etl/sprints/AI-OPS-339/evidence/senado_retry_status404_recent-window_packet20_20260301T020240Z.json|docs/etl/sprints/AI-OPS-340/evidence/senado_retry_status404_recent-window_packet6_20260301T021418Z.json|docs/etl/sprints/AI-OPS-340/evidence/senado_retry_status404_recent-window_packet6_20260301T022459Z.json
https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000055,ficopendataservlet,www.senado.es,/web/ficopendataservlet,14,622,000055,3,2,2,docs/etl/sprints/AI-OPS-339/evidence/senado_retry_status404_recent-window_packet20_20260301T020240Z.json|docs/etl/sprints/AI-OPS-340/evidence/senado_retry_status404_recent-window_packet6_20260301T021418Z.json
https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000059,ficopendataservlet,www.senado.es,/web/ficopendataservlet,14,622,000059,3,2,2,docs/etl/sprints/AI-OPS-339/evidence/senado_retry_status404_recent-window_packet20_20260301T020240Z.json|docs/etl/sprints/AI-OPS-340/evidence/senado_retry_status404_recent-window_packet6_20260301T021418Z.json
https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000096,ficopendataservlet,www.senado.es,/web/ficopendataservlet,14,622,000096,3,2,2,docs/etl/sprints/AI-OPS-339/evidence/senado_retry_status404_recent-window_packet20_20260301T020240Z.json|docs/etl/sprints/AI-OPS-340/evidence/senado_retry_status404_recent-window_packet6_20260301T021418Z.json
https://www.senado.es/web/ficopendataservlet?legis=14&tipoFich=3&tipoEx=622&numEx=000102,ficopendataservlet,www.senado.es,/web/ficopendataservlet,14,622,000102,3,2,2,docs/etl/sprints/AI-OPS-339/evidence/senado_retry_status404_recent-window_packet20_20260301T020240Z.json|docs/etl/sprints/AI-OPS-340/evidence/senado_retry_status404_recent-window_packet6_20260301T021418Z.json
http://www.senado.es/legis12/expedientes/625/enmiendas/global_enmiendas_vetos_12_625000001.xml,other,www.senado.es,/legis12/expedientes/625/enmiendas/global_enmiendas_vetos_12_625000001.xml,,,,,1,1,docs/etl/sprints/AI-OPS-343/evidence/senado_retry_status404_recent-window_packet80_20260301T033850Z.json
http://www.senado.es/legis12/expedientes/626/enmiendas/global_enmiendas_vetos_12_626000001.xml,other,www.senado.es,/legis12/expedientes/626/enmiendas/global_enmiendas_vetos_12_626000001.xml,,,,,1,1,docs/etl/sprints/AI-OPS-343/evidence/senado_retry_status404_recent-window_packet80_20260301T033850Z.json
http://www.senado.es/legis12/expedientes/626/enmiendas/global_enmiendas_vetos_12_626000008.xml,other,www.senado.es,/legis12/expedientes/626/enmiendas/global_enmiendas_vetos_12_626000008.xml,,,,,1,1,docs/etl/sprints/AI-OPS-343/evidence/senado_retry_status404_recent-window_packet80_20260301T033850Z.json
http://www.senado.es/legis12/expedientes/626/enmiendas/global_enmiendas_vetos_12_626000009.xml,other,www.senado.es,/legis12/expedientes/626/enmiendas/global_enmiendas_vetos_12_626000009.xml,,,,,1,1,docs/etl/sprints/AI-OPS-343/evidence/senado_retry_status404_recent-window_packet80_20260301T033850Z.json
